EDPD_ID	Data_Source_Type	Lineage_to_Display
EDPD00482	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera
EDPD00483	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera
EDPD00484	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera
EDPD00485	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera
EDPD00486	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera
EDPD00487	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera
EDPD00488	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera
EDPD00489	EST	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera
EDPD00490	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera
EDPD00491	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Radiolaria
EDPD00492	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Radiolaria
EDPD00493	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Radiolaria
EDPD00494	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Radiolaria
EDPD00495	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Radiolaria
EDPD00496	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Radiolaria
EDPD00497	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Radiolaria
EDPD00749	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Opalozoa
EDPD00499	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Opalozoa
EDPD00500	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Opalozoa
EDPD00750	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Opalozoa
EDPD00501	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Opalozoa
EDPD00502	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Opalozoa
EDPD00503	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Opalozoa
EDPD00504	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Opalozoa
EDPD00505	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Sagenista
EDPD00506	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Sagenista
EDPD00507	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Sagenista
EDPD00508	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Sagenista
EDPD00509	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Sagenista
EDPD00510	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Sagenista
EDPD00511	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Sagenista
EDPD00512	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Sagenista
EDPD00513	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Sagenista
EDPD00514	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Sagenista
EDPD00515	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Sagenista
EDPD00516	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Sagenista
EDPD00517	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Bigyra;Sagenista
EDPD00518	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00519	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00520	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00521	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00522	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00523	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00524	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00525	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00526	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00527	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00528	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00751	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00529	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00530	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00531	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00532	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00533	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00534	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00535	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00536	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00537	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00538	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00539	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00540	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00541	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00542	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00543	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00544	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00545	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00546	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00547	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00548	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00549	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00550	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00551	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00552	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00553	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00554	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00555	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00556	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00557	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00558	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00559	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00560	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00561	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00562	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00563	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00564	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00565	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00566	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00567	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00568	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00569	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00570	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00571	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00572	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00573	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00574	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00575	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00576	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00577	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00578	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00579	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00580	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00581	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00582	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00583	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00584	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00585	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00586	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00587	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00588	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00589	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00590	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00591	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00592	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00593	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00594	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00595	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00596	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00597	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00598	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00599	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00600	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00601	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00602	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00603	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00604	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00605	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00606	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00607	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00608	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00609	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00752	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00610	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00611	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00612	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00613	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00614	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00615	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00616	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00617	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00618	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00619	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00620	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00621	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00622	EST	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00623	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00624	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00625	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00626	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00627	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00628	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00629	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00630	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00631	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00632	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00633	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00634	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00635	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00636	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00637	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00638	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00639	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00640	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Ochrophyta
EDPD00641	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Peronosporomycetes
EDPD00642	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Peronosporomycetes
EDPD00643	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Peronosporomycetes
EDPD00644	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Peronosporomycetes
EDPD00645	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Peronosporomycetes
EDPD00646	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Peronosporomycetes
EDPD00647	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Peronosporomycetes
EDPD00648	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Peronosporomycetes
EDPD00649	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Peronosporomycetes
EDPD00650	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Peronosporomycetes
EDPD00651	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Peronosporomycetes
EDPD00652	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Peronosporomycetes
EDPD00653	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Peronosporomycetes
EDPD00654	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Peronosporomycetes
EDPD00655	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;BG clade;Gyrista;Peronosporomycetes
EDPD00753	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Stramenopiles;Platysulcus
EDPD00659	genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Diplonemea
EDPD00754	transcriptome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Diplonemea
EDPD00755	transcriptome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Diplonemea
EDPD00660	single-cell genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Diplonemea
EDPD00661	single-cell genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Diplonemea
EDPD00662	single-cell genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Diplonemea
EDPD00663	single-cell genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Diplonemea
EDPD00664	single-cell genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Diplonemea
EDPD00665	single-cell genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Diplonemea
EDPD00666	single-cell genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Diplonemea
EDPD00756	transcriptome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Diplonemea
EDPD00667	genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Euglenida
EDPD00668	transcriptome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Euglenida
EDPD00669	transcriptome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Euglenida
EDPD00670	transcriptome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Euglenida
EDPD00757	single-cell genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;D1 lineage
EDPD00671	genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Metakinetoplastina
EDPD00672	transcriptome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Metakinetoplastina
EDPD00758	transcriptome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Metakinetoplastina
EDPD00673	genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Metakinetoplastina
EDPD00674	genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Metakinetoplastina
EDPD00675	genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Metakinetoplastina
EDPD00676	genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Metakinetoplastina
EDPD00677	genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Metakinetoplastina
EDPD00678	genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Metakinetoplastina
EDPD00679	genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Metakinetoplastina
EDPD00680	genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Metakinetoplastina
EDPD00681	genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Metakinetoplastina
EDPD00682	genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Metakinetoplastina
EDPD00683	genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Metakinetoplastina
EDPD00684	genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Metakinetoplastina
EDPD00759	transcriptome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Prokinetoplastina
EDPD00760	transcriptome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Prokinetoplastina
EDPD00685	genome	Eukaryota;Discoba;EHT clade;EH clade;Euglenozoa;Kinetoplastea;Prokinetoplastina
EDPD00761	transcriptome	Eukaryota;Discoba;EHT clade;EH clade;Heterolobosea
EDPD00686	genome	Eukaryota;Discoba;EHT clade;EH clade;Heterolobosea
EDPD00687	transcriptome	Eukaryota;Discoba;EHT clade;EH clade;Heterolobosea
EDPD00688	EST	Eukaryota;Discoba;EHT clade;EH clade;Heterolobosea
EDPD00689	EST	Eukaryota;Discoba;EHT clade;EH clade;Heterolobosea
EDPD00762	genome	Eukaryota;Discoba;Jakobida
EDPD00690	EST	Eukaryota;Discoba;Jakobida
EDPD00691	EST	Eukaryota;Discoba;Jakobida
EDPD00692	EST	Eukaryota;Discoba;Jakobida
EDPD00693	EST	Eukaryota;Discoba;Jakobida
EDPD00694	EST	Eukaryota;Discoba;Jakobida
EDPD00695	transcriptome	Eukaryota;Discoba;EHT clade;Tsukubamonadida
EDPD00701	genome	Eukaryota;Metamonada;FP clade;BF clade;Fornicata
EDPD00763	genome	Eukaryota;Metamonada;FP clade;BF clade;Fornicata
EDPD00702	genome	Eukaryota;Metamonada;FP clade;BF clade;Fornicata
EDPD00703	transcriptome	Eukaryota;Metamonada;FP clade;BF clade;Fornicata
EDPD00764	transcriptome	Eukaryota;Metamonada;FP clade;BF clade;Fornicata
EDPD00765	transcriptome	Eukaryota;Metamonada;FP clade;BF clade;Fornicata
EDPD00766	transcriptome	Eukaryota;Metamonada;FP clade;BF clade;Fornicata
