EukProt_ID	Data_Source_Type	Lineage_to_Display	Genus_UniEuk	Epithet_UniEuk
EP00297	transcriptome	Eukaryota;Diaphoretickes;Cryptista;Palpitomonas	Palpitomonas	bilix
EP00164	transcriptome	Eukaryota;Diaphoretickes;Haptista;Ancoracysta	Ancoracysta	twista
EP00298	transcriptome	Eukaryota;Diaphoretickes;Haptista;Centroplasthelida	Acanthocystis	N/A
EP00299	transcriptome	Eukaryota;Diaphoretickes;Haptista;Centroplasthelida	"Pterocystis"	N/A
EP00300	transcriptome	Eukaryota;Diaphoretickes;Haptista;Centroplasthelida	Choanocystis	N/A
EP00301	transcriptome	Eukaryota;Diaphoretickes;Haptista;Centroplasthelida	Raphidiophrys	heterophryoidea
EP00302	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Pavlovales	Diacronema	N/A
EP00303	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Pavlovales	Exanthemachrysis	gayraliae
EP00304	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Pavlovales	Pavlova	gyrans
EP00306	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Pavlovales	Pavlova	N/A
EP00307	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Pavlovales	Rebecca	N/A
EP00963	genome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Pavlovales	Diacronema	lutheri
EP00308	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Calcidiscus	leptoporus
EP00310	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Coccolithus	braarudii
EP00312	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	N/A	N/A
EP00314	genome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Emiliania	huxleyi
EP00315	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Gephyrocapsa	oceanica
EP00316	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Scyphosphaera	apsteinii
EP00320	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Phaeocystis	rex
EP00321	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Phaeocystis	globosa
EP00322	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Chrysochromulina	rotalis
EP00323	genome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Chrysochromulina	tobinii
EP00324	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Dicrateria	rotunda
EP00325	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	N/A	N/A
EP00326	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Haptolina	ericina
EP00327	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Prymnesium	parvum
EP00900	genome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Chrysochromulina	parva
EP00908	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Phaeocystis	cordata
EP00962	genome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Isochrysis	galbana
EP00964	genome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Phaeocystis	antarctica
EP00965	genome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Chrysotila	dentata
EP00966	genome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Prymnesium	polylepis
EP00967	genome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae	Tisochrysis	lutea
EP00330	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Aristerostoma	N/A
EP00331	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	"Platyophrya"	macrostoma
EP00332	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Ichthyophthirius	multifiliis
EP00333	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Tetrahymena	thermophila
EP00334	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Paramecium	tetraurelia
EP00335	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Anophryoides	haemophila
EP00336	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Pseudocohnilembus	persalinus
EP00339	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Tiarina	fusa
EP00340	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Litonotus	pictus
EP00341	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Mesodinium	pulex
EP00343	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Euplotes	focardii
EP00344	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Euplotes	crassus
EP00345	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Euplotes	harpa
EP00347	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	"Sterkiella"	histriomuscorum
EP00348	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Stylonychia	lemnae
EP00349	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Pseudokeronopsis	N/A
EP00350	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Pseudokeronopsis	N/A
EP00351	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Strombidinopsis	N/A
EP00352	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Strombidinopsis	acuminata
EP00353	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Schmidingerella	taraikaensis
EP00354	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Favella	ehrenbergii
EP00355	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	"Strombidium"	rassoulzadegani
EP00356	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	"Strombidium"	inclinatum
EP00357	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Protocruzia	adherens
EP00358	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Blepharisma	japonicum
EP00359	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Climacostomum	virens
EP00360	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	"Condylostoma"	magnum
EP00361	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Fabrea	salina
EP00362	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	N/A	N/A
EP00801	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Mesodinium	rubrum
EP00806	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Schmidingerella	arcuata
EP00810	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	"Oxytricha"	trifallax
EP00824	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Muranothrix	gubernata
EP00825	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Cyclidium	porcatum
EP00826	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	"Nyctotherus"	"ovalis"
EP00827	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Trimyema	finlayi
EP00828	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Plagiopyla	frontata
EP00829	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Urostomides	striatus
EP00830	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Metopus	es
EP00831	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	"Metopus"	"contortus"
EP01015	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Nassula	variabilis
EP01016	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Furgasonia	blochmanni
EP01017	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Pseudomicrothorax	dubius
EP01019	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Chilodonella	uncinata
EP01022	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Ciliophora	Parablepharisma	N/A
EP00742	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Colponemidae	N/A	N/A
EP00743	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Colponemidae	N/A	N/A
EP00744	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Colponemidae	Colponema	vietnamica
EP00364	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Plasmodium	chabaudi
EP00365	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Plasmodium	falciparum
EP00366	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Plasmodium	knowlesi
EP00367	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Plasmodium	vivax
EP00369	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	"Babesia"	microti
EP00370	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Babesia	bigemina
EP00371	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Babesia	bovis
EP00372	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	"Theileria"	equi
EP00373	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Theileria	annulata
EP00374	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Theileria	orientalis
EP00375	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Theileria	parva
EP00376	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Eimeria	tenella
EP00377	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Hammondia	hammondi
EP00378	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Neospora	caninum
EP00379	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Toxoplasma	gondii
EP00380	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Ascogregarina	taiwanensis
EP00381	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	"Gregarina"	niphandrodes
EP00382	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Lankesteria	abbotti
EP00384	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Cryptosporidium	muris
EP00821	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Plasmodium	berghei
EP00822	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Plasmodium	yoelii
EP00901	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Cardiosporidium	cionae
EP00914	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Ancora	sagittata
EP00915	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Cephaloidophora	N/A
EP00917	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Polyrhabdina	N/A
EP00918	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Siedleckia	nematoides
EP00920	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Eleutheroschizon	duboscqi
EP00921	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Rhytidocystis	pertsovi
EP00922	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Rhytidocystis	N/A
EP00923	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Selenidium	pygospionis
EP00988	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Cryptosporidium	hominis
EP00989	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Cryptosporidium	parvum
EP01053	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Blabericola	migrator
EP01054	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	"Gregarina"	N/A
EP01055	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	"Gregarina"	N/A
EP01056	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Protomagalhaensia	N/A
EP01057	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Protomagalhaensia	wolfi
EP01068	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Selenidium	serpulae
EP01069	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Polyplicarium	translucidae
EP01070	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Trichotokara	eunicae
EP01071	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Apicomplexa	Lankesteria	metandrocarpae
EP00386	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Colpodellida	Alphamonas	edax
EP00388	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Colpodellida	Colpodella	angusta
EP00389	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Colpodellida	Voromonas	pontica
EP00390	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Colpodellida	Vitrella	brassicaformis
EP00745	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Colpodellida	Piridium	sociabile
EP00820	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Colpodellida	Chromera	velia
EP00919	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Colpodellida	N/A	N/A
EP00916	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Squirmida	Digyalum	oweni
EP01066	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Squirmida	Platyproteum	vivax
EP01067	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;AC clade;Squirmida	Filipodium	phascolosomae
EP00391	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	"Amoebophrya"	N/A
EP00392	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	"Amoebophrya"	N/A
EP00395	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	N/A	N/A
EP00396	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	N/A	N/A
EP00397	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Hematodinium	N/A
EP00398	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	N/A	N/A
EP00399	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	N/A	N/A
EP00400	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	N/A	N/A
EP00401	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	"Gymnodinium"	catenatum
EP00403	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Amphidinium	massartii
EP00404	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Azadinium	spinosum
EP00405	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Crypthecodinium	cohnii
EP00406	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Dinophysis	acuminata
EP00408	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Alexandrium	pacificum
EP00409	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Alexandrium	fundyense
EP00411	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Alexandrium	monilatum
EP00413	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Alexandrium	margalefii
EP00414	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Alexandrium	minutum
EP00415	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Alexandrium	ostenfeldii
EP00416	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Gambierdiscus	australes
EP00418	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Pyrodinium	bahamense
EP00419	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Tripos	fusus
EP00420	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Gonyaulax	spinifera
EP00421	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Protoceratium	reticulatum
EP00424	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Heterocapsa	rotundata
EP00425	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Heterocapsa	triquetra
EP00427	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Karlodinium	veneficum
EP00428	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Durinskia	dybowskii
EP00429	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Kryptoperidinium	foliaceum
EP00434	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Breviolum	minutum
EP00435	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Cladocopium	N/A
EP00437	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Effrenium	voratum
EP00438	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Fugacium	kawagutii
EP00439	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Symbiodinium	N/A
EP00440	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Ansanella	granifera
EP00441	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Pelagodinium	beii
EP00442	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Polarella	glacialis
EP00443	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Scrippsiella	acuminata
EP00444	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Apocalathium	aciculiferum
EP00445	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Apocalathium	hangoei
EP00446	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Apocalathium	N/A
EP00448	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Togula	jolla
EP00449	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Zooxanthella	nutricula
EP00450	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Noctiluca	scintillans
EP00451	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Oxyrrhis	marina
EP00452	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	N/A	N/A
EP00746	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	N/A	N/A
EP00747	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	N/A	N/A
EP00811	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Abedinium	folium
EP00812	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Abedinium	dasypus
EP00913	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Durusdinium	trenchii
EP00925	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Amoebophrya	N/A
EP00926	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Amoebophrya	N/A
EP00927	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Polykrikos  	kofoidii
EP00928	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	"Gymnodinium"	smaydae
EP00929	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Paragymnodinium	shiwhaense
EP00930	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Biecheleria	cincta
EP00931	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Biecheleriopsis	adriatica
EP00932	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Pfiesteria	piscicida
EP00933	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Yihiella	yeosuensis
